parent_name,parent_smiles,parent_inchi,metabolite_name,metabolite_smiles,metabolite_inchi,enzymes,fingerprint_similarity,reaction_types
Tetrabenazine,COC1=C(OC)C=C2C(=C1)CCN1CC(CC(C)C)C(=O)CC21,"InChI=1S/C19H27NO3/c1-12(2)7-14-11-20-6-5-13-8-18(22-3)19(23-4)9-15(13)16(20)10-17(14)21/h8-9,12,14,16H,5-7,10-11H2,1-4H3",b-dihydrotetrabenazine,COC1=C(OC)C=C2C(=C1)CCN1CC(CC(C)C)C(O)CC21,WEQLWGNDNRARGE-UHFFFAOYSA-N,,0.84,
Lorcaserin,CC1CNCCC2=CC=C(Cl)C=C21,"InChI=1S/C11H14ClN/c1-8-7-13-5-4-9-2-3-10(12)6-11(8)9/h2-3,6,8,13H,4-5,7H2,1H3/t8-/m0/s1",Lorcaserin sulfamate,CC1CN(S(=O)(=O)O)CCC2=C1C=C(Cl)C=C2,YZUNJIOOIHWHGQ-UHFFFAOYSA-N,,0.64,
Lorcaserin,CC1CNCCC2=CC=C(Cl)C=C21,"InChI=1S/C11H14ClN/c1-8-7-13-5-4-9-2-3-10(12)6-11(8)9/h2-3,6,8,13H,4-5,7H2,1H3/t8-/m0/s1",N-carbamoyl glucuronide lorcaserin,CC1CN(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CCC2=C1C=C(Cl)C=C2,DGFKLWZCLRDMAF-IJQUCLSUSA-N,,0.37,
Trabectedin,COC1=CC2=C(C=C1O)CCNC21CSC2C3=C(OC(C)=O)C(C)=C4OCOC4=C3C(COC1=O)N1C(O)C3CC4=CC(C)=C(OC)C(O)=C4C(C21)N3C,"InChI=1S/C39H43N3O11S/c1-16-9-20-10-22-37(46)42-23-13-50-38(47)39(21-12-25(48-5)24(44)11-19(21)7-8-40-39)14-54-36(30(42)29(41(22)4)26(20)31(45)32(16)49-6)28-27(23)35-34(51-15-52-35)17(2)33(28)53-18(3)43/h9,11-12,22-23,29-30,36-37,40,44-46H,7-8,10,13-15H2,1-6H3/t22-,23-,29+,30+,36+,37-,39+/m0/s1",Trabectedin metabolite M9,COC1=CC2=C(C=C1O)CCNC21CSC2C3=C(OC(C)=O)C(C)=C(O)C(O)=C3C(COC1=O)N1C(O)C3CC4=CC(C)=C(OC)C(O)=C4C(C21)N3C,WMQKTHWOQUOPDO-BUURXMNCSA-N,,0.99,
Trabectedin,COC1=CC2=C(C=C1O)CCNC21CSC2C3=C(OC(C)=O)C(C)=C4OCOC4=C3C(COC1=O)N1C(O)C3CC4=CC(C)=C(OC)C(O)=C4C(C21)N3C,"InChI=1S/C39H43N3O11S/c1-16-9-20-10-22-37(46)42-23-13-50-38(47)39(21-12-25(48-5)24(44)11-19(21)7-8-40-39)14-54-36(30(42)29(41(22)4)26(20)31(45)32(16)49-6)28-27(23)35-34(51-15-52-35)17(2)33(28)53-18(3)43/h9,11-12,22-23,29-30,36-37,40,44-46H,7-8,10,13-15H2,1-6H3/t22-,23-,29+,30+,36+,37-,39+/m0/s1",Trabectedin metabolite M16e,COC1=CC2=C(C=C1O)CCNC21CSC2C3=C(OC(C)=O)C(C)=C4OCOC4=C3C(COC1=O)N1C(=O)C3CC4=CC(CC(=O)O)=C(OC)C(O)=C4C(C21)N3C,YHFJTMUFTQMMMD-PSCCWZGDSA-N,,0.97,
Trabectedin metabolite M8a,COC1=CC2=C(C=C1O)CCNC21CSC2C3=C(OC(C)=O)C(C)=C4OCOC4=C3C(COC1=O)N1C(O)C3CC4=CC(CC(=O)O)=C(OC)C(O)=C4C(C21)N3C,JJILVPKJCPIGNI-PBCNNVIESA-N,Trabectedin metabolite M16e,COC1=CC2=C(C=C1O)CCNC21CSC2C3=C(OC(C)=O)C(C)=C4OCOC4=C3C(COC1=O)N1C(=O)C3CC4=CC(CC(=O)O)=C(OC)C(O)=C4C(C21)N3C,YHFJTMUFTQMMMD-PSCCWZGDSA-N,,0.97,
Rotigotine,CCCN(CCC1=CC=CS1)C1CCC2=C(O)C=CC=C2C1,"InChI=1S/C19H25NOS/c1-2-11-20(12-10-17-6-4-13-22-17)16-8-9-18-15(14-16)5-3-7-19(18)21/h3-7,13,16,21H,2,8-12,14H2,1H3/t16-/m0/s1",N-despropyl-rotigotine,OC1=CC=CC2=C1CCC(NCCC1=CC=CS1)C2,RDMWWGLKUMLLTG-UHFFFAOYSA-N,,0.91,
Rotigotine,CCCN(CCC1=CC=CS1)C1CCC2=C(O)C=CC=C2C1,"InChI=1S/C19H25NOS/c1-2-11-20(12-10-17-6-4-13-22-17)16-8-9-18-15(14-16)5-3-7-19(18)21/h3-7,13,16,21H,2,8-12,14H2,1H3/t16-/m0/s1",N-desthienylethyl-rotigotine,CCCNC1CCC2=C(C=CC=C2O)C1,VCYPZWCFSAHTQT-UHFFFAOYSA-N,,0.77,
Vandetanib,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,"InChI=1S/C22H24BrFN4O2/c1-28-7-5-14(6-8-28)12-30-21-11-19-16(10-20(21)29-2)22(26-13-25-19)27-18-4-3-15(23)9-17(18)24/h3-4,9-11,13-14H,5-8,12H2,1-2H3,(H,25,26,27)",N-desmethyl vandetanib,COC1=C(OCC2CCNCC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,HTCPERSEGREUFC-UHFFFAOYSA-N,,0.99,
Apremilast,CCOC1=CC(C(CS(C)(=O)=O)N2C(=O)C3=CC=CC(NC(C)=O)=C3C2=O)=CC=C1OC,"InChI=1S/C22H24N2O7S/c1-5-31-19-11-14(9-10-18(19)30-3)17(12-32(4,28)29)24-21(26)15-7-6-8-16(23-13(2)25)20(15)22(24)27/h6-11,17H,5,12H2,1-4H3,(H,23,25)/t17-/m1/s1",O-desmethyl Apremilast,CCOC1=C(O)C=CC(C(CS(C)(=O)=O)N2C(=O)C3=C(C2=O)C(N=C(C)O)=CC=C3)=C1,PEUJABWEZWJNBO-MRXNPFEDSA-N,"Cytochrome P450 3A4, Cytochrome P450 2A6, Cytochrome P450 1A2",0.83,
Abiraterone,CC12CCC(O)CC1=CCC1C2CCC2(C)C(C3=CC=CN=C3)=CCC12,"InChI=1S/C24H31NO/c1-23-11-9-18(26)14-17(23)5-6-19-21-8-7-20(16-4-3-13-25-15-16)24(21,2)12-10-22(19)23/h3-5,7,13,15,18-19,21-22,26H,6,8-12,14H2,1-2H3/t18-,19-,21-,22-,23-,24+/m0/s1",N-oxide abiraterone sulfate,CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(C3=CC=C[N+]([O-])=C3)=CCC12,AEEMBGRHVQPUBV-VJLLXTKPSA-N,Bile salt sulfotransferase,0.82,
Acetylcysteine,CC(=O)NC(CS)C(=O)O,"InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1",Cysteine,NC(CS)C(=O)O,XUJNEKJLAYXESH-REOHCLBHSA-N,Aminoacylase-1,0.39,
Pentaerythritol tetranitrate,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],"InChI=1S/C5H8N4O12/c10-6(11)18-1-5(2-19-7(12)13,3-20-8(14)15)4-21-9(16)17/h1-4H2",Pentaerithrityl,OCC(CO)(CO)CO,"InChI=1S/C5H12O4/c6-1-5(2-7,3-8)4-9/h6-9H,1-4H2",Pentaerythritol tetranitrate reductase,0.28,
Romidepsin,CC=C1NC(=O)C2CSSCCC=CC(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(C(C)C)NC1=O,"InChI=1S/C24H36N4O6S2/c1-6-16-21(30)28-20(14(4)5)24(33)34-15-9-7-8-10-35-36-12-17(22(31)25-16)26-23(32)19(13(2)3)27-18(29)11-15/h6-7,9,13-15,17,19-20H,8,10-12H2,1-5H3,(H,25,31)(H,26,32)(H,27,29)(H,28,30)/b9-7+,16-6-/t15-,17-,19-,20+/m1/s1",Romidepsin (active),CC=C1N=C(O)C(CS)N=C(O)C(C(C)C)CC(=O)CC(C=CCCS)OC(=O)C(C(C)C)N=C1O,UPCFDQLGZODPFB-BXJZLCHMSA-N,,0.41,
Rufinamide,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,"InChI=1S/C10H8F2N4O/c11-7-2-1-3-8(12)6(7)4-16-5-9(10(13)17)14-15-16/h1-3,5H,4H2,(H2,13,17)",CGP-47292,O=C(O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,OPJHWTKDQYKYHL-UHFFFAOYSA-N,,0.75,
Tapentadol,CCC(C1=CC(O)=CC=C1)C(C)CN(C)C,"InChI=1S/C14H23NO/c1-5-14(11(2)10-15(3)4)12-7-6-8-13(16)9-12/h6-9,11,14,16H,5,10H2,1-4H3/t11-,14+/m0/s1",N-Desmethyl tapentadol,CCC(C1=CC(O)=CC=C1)C(C)CNC,PQQINTFVECNXLC-GXFFZTMASA-N,"Cytochrome P450 2C9, Cytochrome P450 2C19",0.94,
Prasugrel,CC(=O)OC1=CC2=C(CCN(C(C(=O)C3CC3)C3=CC=CC=C3F)C2)S1,"InChI=1S/C20H20FNO3S/c1-12(23)25-18-10-14-11-22(9-8-17(14)26-18)19(20(24)13-6-7-13)15-4-2-3-5-16(15)21/h2-5,10,13,19H,6-9,11H2,1H3",R-95913,O=C(C1CC1)C(C1=CC=CC=C1F)N1CCC2=C(C=C(O)S2)C1,MPLQNQUWLWGOET-UHFFFAOYSA-N,Cholinesterase,0.9,
Doripenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,"InChI=1S/C15H24N4O6S2/c1-6-11-10(7(2)20)14(21)19(11)12(15(22)23)13(6)26-9-3-8(17-5-9)4-18-27(16,24)25/h6-11,17-18,20H,3-5H2,1-2H3,(H,22,23)(H2,16,24,25)/t6-,7-,8+,9+,10-,11-/m1/s1",doripenem-M1,CC(O)C(C(=O)O)C1NC(C(=O)O)C(SC2CNC(CNS(N)(=O)=O)C2)C1C,PJNKVKHAJNEENW-OZULOKFQSA-N,Dipeptidase 1,0.52,
Lacosamide,COCC(NC(C)=O)C(=O)NCC1=CC=CC=C1,"InChI=1S/C13H18N2O3/c1-10(16)15-12(9-18-2)13(17)14-8-11-6-4-3-5-7-11/h3-7,12H,8-9H2,1-2H3,(H,14,17)(H,15,16)/t12-/m1/s1",O-Desmethyl lacosamide,CC(=O)NC(CO)C(=O)NCC1=CC=CC=C1,XRKSCJLQKGLSKU-LLVKDONJSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C9, Cytochrome P450 2C19",0.88,
Udenafil,CCCOC1=C(C2=NC(=O)C3=C(N2)C(CCC)=NN3C)C=C(S(=O)(=O)NCCC2CCCN2C)C=C1,"InChI=1S/C25H36N6O4S/c1-5-8-20-22-23(31(4)29-20)25(32)28-24(27-22)19-16-18(10-11-21(19)35-15-6-2)36(33,34)26-13-12-17-9-7-14-30(17)3/h10-11,16-17,26H,5-9,12-15H2,1-4H3,(H,27,28,32)",N-desalkyludenafil,CCCOC1=C(C2=NC3=C(C(=O)N2)N(C)N=C3CCC)C=C(S(N)(=O)=O)C=C1,WQAFYWMRZOZKJD-UHFFFAOYSA-N,"Cytochrome P450 3A4, Cytochrome P450 3A5",0.93,
Dapagliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(C3OC(CO)C(O)C(O)C3O)=C2)C=C1,"InChI=1S/C21H25ClO6/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21/h3-8,10,17-21,23-26H,2,9,11H2,1H3/t17-,18-,19+,20-,21+/m1/s1",Dapagliflozin 3-O-glucuronide,CCOC1=CC=C(CC2=CC(C3OC(CO)C(O)C(OC4OC(C(=O)O)C(O)C(O)C4O)C3O)=CC=C2Cl)C=C1,ZYZULHSUKTZGTR-PTNNFGGUSA-N,UDP-glucuronosyltransferase 1-9,0.79,
Ambrisentan,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(C)=N1)C(=O)O,"InChI=1S/C22H22N2O4/c1-15-14-16(2)24-21(23-15)28-19(20(25)26)22(27-3,17-10-6-4-7-11-17)18-12-8-5-9-13-18/h4-14,19H,1-3H3,(H,25,26)/t19-/m1/s1",Ambrisentan glucuronide,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(C)=N1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,QBHJFBFSJYTXDX-KFXNSFBMSA-N,"UDP-glucuronosyltransferase 2B7, UDP-glucuronosyltransferase 1-9, UDP-glucuronosyltransferase 1-3",0.72,
Ambrisentan,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(C)=N1)C(=O)O,"InChI=1S/C22H22N2O4/c1-15-14-16(2)24-21(23-15)28-19(20(25)26)22(27-3,17-10-6-4-7-11-17)18-12-8-5-9-13-18/h4-14,19H,1-3H3,(H,25,26)/t19-/m1/s1",4-hydroxymethyl ambrisentan,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(CO)=N1)C(=O)O,PDUAYPFMBRYSNN-LJQANCHMSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C19, Cytochrome P450 3A5",0.96,
4-hydroxymethyl ambrisentan,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(C)=CC(CO)=N1)C(=O)O,PDUAYPFMBRYSNN-LJQANCHMSA-N,4-hydroxymethyl ambrisentan glucuronide,COC(C1=CC=CC=C1)(C1=CC=CC=C1)C(OC1=NC(CO)=CC(C)=N1)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,HYNPRXQATWYSER-UDFRSJDBSA-N,,0.74,
Ceftaroline fosamil,CCON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(SC3=NC(C4=CC=[N+](C)C=C4)=CS3)CSC12)C1=NSC(NP(=O)(O)O)=N1,"InChI=1S/C22H21N8O8PS4/c1-3-38-26-13(16-25-21(43-28-16)27-39(35,36)37)17(31)24-14-18(32)30-15(20(33)34)12(9-40-19(14)30)42-22-23-11(8-41-22)10-4-6-29(2)7-5-10/h4-8,14,19H,3,9H2,1-2H3,(H4-,24,25,27,28,31,33,34,35,36,37)/b26-13-/t14-,19-/m1/s1",ceftaroline,CCON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(SC3=NC(C4=CC=[N+](C)C=C4)=CS3)CSC12)C1=NC(=NP(=O)(O)O)SN1,ZCCUWMICIWSJIX-NQJJCJBVSA-O,,0.86,
Midostaurin,COC1C(N(C)C(=O)C2=CC=CC=C2)CC2OC1(C)N1C3=C(C=CC=C3)C3=C4CNC(=O)C4=C4C5=C(C=CC=C5)N2C4=C31,"InChI=1S/C35H30N4O4/c1-35-32(42-3)25(37(2)34(41)19-11-5-4-6-12-19)17-26(43-35)38-23-15-9-7-13-20(23)28-29-22(18-36-33(29)40)27-21-14-8-10-16-24(21)39(35)31(27)30(28)38/h4-16,25-26,32H,17-18H2,1-3H3,(H,36,40)/t25-,26-,32-,35+/m1/s1",CGP 52421,COC1C(N(C)C(=O)C2=CC=CC=C2)CC2OC1(C)N1C3=C(C=CC=C3)C3=C4C(=C5C6=C(C=CC=C6)N2C5=C31)C(=O)NC4O,ZZSBPGIGIUFJRA-YMZPHHGTSA-N,Cytochrome P450 3A4,0.97,
Midostaurin,COC1C(N(C)C(=O)C2=CC=CC=C2)CC2OC1(C)N1C3=C(C=CC=C3)C3=C4CNC(=O)C4=C4C5=C(C=CC=C5)N2C4=C31,"InChI=1S/C35H30N4O4/c1-35-32(42-3)25(37(2)34(41)19-11-5-4-6-12-19)17-26(43-35)38-23-15-9-7-13-20(23)28-29-22(18-36-33(29)40)27-21-14-8-10-16-24(21)39(35)31(27)30(28)38/h4-16,25-26,32H,17-18H2,1-3H3,(H,36,40)/t25-,26-,32-,35+/m1/s1",CGP 62221,CN(C(=O)C1=CC=CC=C1)C1CC2OC(C)(C1O)N1C3=C(C=CC=C3)C3=C4CNC(=O)C4=C4C5=C(C=CC=C5)N2C4=C31,PXOCRDZEEXVZQC-AFUPZKSLSA-N,Cytochrome P450 3A4,0.98,
Isavuconazonium,CNCC(=O)OCC1=C(N(C)C(=O)OC(C)[N+]2=CN(CC(O)(C3=C(F)C=CC(F)=C3)C(C)C3=NC(C4=CC=C(C#N)C=C4)=CS3)N=C2)N=CC=C1,"InChI=1S/C35H35F2N8O5S/c1-22(33-42-30(18-51-33)25-9-7-24(15-38)8-10-25)35(48,28-14-27(36)11-12-29(28)37)19-45-21-44(20-41-45)23(2)50-34(47)43(4)32-26(6-5-13-40-32)17-49-31(46)16-39-3/h5-14,18,20-23,39,48H,16-17,19H2,1-4H3/q+1/t22-,23?,35+/m0/s1",Isavuconazole,CC(C1=NC(C2=CC=C(C#N)C=C2)=CS1)C(O)(CN1C=NC=N1)C1=C(F)C=CC(F)=C1,"InChI=1S/C22H17F2N5OS/c1-14(21-28-20(10-31-21)16-4-2-15(9-25)3-5-16)22(30,11-29-13-26-12-27-29)18-8-17(23)6-7-19(18)24/h2-8,10,12-14,30H,11H2,1H3/t14-,22+/m0/s1",Cholinesterase,0.82,
Vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",O-Desmethylvicriviroc,CC1=C(C(=O)N2CCC(C)(N3CCN(C(CO)C4=CC=C(C(F)(F)F)C=C4)C(C)C3)CC2)C(C)=NC=N1,KKISTQPVRGXETN-MBSDFSHPSA-N,"Cytochrome P450 2C9, Cytochrome P450 3A4, Cytochrome P450 3A5",0.97,
Vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",Vicriviroc hydroxylamine,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN(O)C3C)CC2)CC1C,CKBGTTZQHDIDOD-YZARGUDJSA-N,Cytochrome P450 3A4,0.58,
Vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",Vicriviroc N-oxide,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)[N+]([O-])=CN=C3C)CC2)CC1C,FJGWJMSLTFKZKY-CYFREDJKSA-N,"Cytochrome P450 3A5, Cytochrome P450 3A4",0.88,
Vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",N-Desalkylvicriviroc,CC1=C(C(=O)N2CCC(C)(N3CCNC(C)C3)CC2)C(C)=NC=N1,JBIGWLFHMIEHKP-ZDUSSCGKSA-N,"Cytochrome P450 3A5, Cytochrome P450 3A4",0.69,
Vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1","N,N-Desalkylvicriviroc",COCC(NCCNC1(C)CCN(C(=O)C2=C(C)N=CN=C2C)CC1)C1=CC=C(C(F)(F)F)C=C1,VYTNUMGJUZTAEH-NRFANRHFSA-N,"Cytochrome P450 3A5, Cytochrome P450 3A4",0.88,
Vicriviroc,COCC(C1=CC=C(C(F)(F)F)C=C1)N1CCN(C2(C)CCN(C(=O)C3=C(C)N=CN=C3C)CC2)CC1C,"InChI=1S/C28H38F3N5O2/c1-19-16-35(14-15-36(19)24(17-38-5)22-6-8-23(9-7-22)28(29,30)31)27(4)10-12-34(13-11-27)26(37)25-20(2)32-18-33-21(25)3/h6-9,18-19,24H,10-17H2,1-5H3/t19-,24-/m0/s1",Vicriviroc carboxylic acid,CC1=C(C(=O)N2CCC(C)(N3CCN(C(C(=O)O)C4=CC=C(C(F)(F)F)C=C4)C(C)C3)CC2)C(C)=NC=N1,MBIPBXMGYUYGFC-NVHKAFQKSA-N,Cytochrome P450 3A4,0.91,
Odanacatib,CC(C)(F)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,"InChI=1S/C25H27F4N3O3S/c1-23(2,26)14-20(22(33)32-24(15-30)12-13-24)31-21(25(27,28)29)18-6-4-16(5-7-18)17-8-10-19(11-9-17)36(3,34)35/h4-11,20-21,31H,12-14H2,1-3H3,(H,32,33)/t20-,21-/m0/s1",M6 (Odanacatib),CC(C)(F)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C2=NC(C(=O)NCC(=O)O)CS2)CC1,UEBZMZSLTYWZTH-WKJLPXBYSA-N,,0.67,
Odanacatib,CC(C)(F)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,"InChI=1S/C25H27F4N3O3S/c1-23(2,26)14-20(22(33)32-24(15-30)12-13-24)31-21(25(27,28)29)18-6-4-16(5-7-18)17-8-10-19(11-9-17)36(3,34)35/h4-11,20-21,31H,12-14H2,1-3H3,(H,32,33)/t20-,21-/m0/s1",M9 (Odanacatib),CS(=O)(=O)C1=CC=C(C2=CC=C(C(OC3OC(C(=O)O)C(O)C(O)C3O)C(F)(F)F)C=C2)C=C1,ARJFPVWOMJKCQD-DOZWFGMRSA-N,,0.43,
Odanacatib,CC(C)(F)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,"InChI=1S/C25H27F4N3O3S/c1-23(2,26)14-20(22(33)32-24(15-30)12-13-24)31-21(25(27,28)29)18-6-4-16(5-7-18)17-8-10-19(11-9-17)36(3,34)35/h4-11,20-21,31H,12-14H2,1-3H3,(H,32,33)/t20-,21-/m0/s1",M10 (Odanacatib),CC(C)(F)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)OC1OC(C(=O)O)C(O)C(O)C1O,CLXDIFUURVULNN-WTOYAVKFSA-N,,0.58,
Odanacatib,CC(C)(F)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,"InChI=1S/C25H27F4N3O3S/c1-23(2,26)14-20(22(33)32-24(15-30)12-13-24)31-21(25(27,28)29)18-6-4-16(5-7-18)17-8-10-19(11-9-17)36(3,34)35/h4-11,20-21,31H,12-14H2,1-3H3,(H,32,33)/t20-,21-/m0/s1",M8 (Odanacatib),CC(F)(CO)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,JCZDLZKSPMKOPS-MMBKUXRPSA-N,"Cytochrome P450 3A4, Cytochrome P450 2C8",0.95,
M8 (Odanacatib),CC(F)(CO)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,JCZDLZKSPMKOPS-MMBKUXRPSA-N,M3 (Odanacatib),CC(F)(COC1OC(C(=O)O)C(O)C(O)C1O)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,XHSMOYVDHUJUTE-XNMFSWTPSA-N,,0.75,
M8 (Odanacatib),CC(F)(CO)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,JCZDLZKSPMKOPS-MMBKUXRPSA-N,M7-B (Odanacatib),CC(F)(C=O)CC(NC(C1=CC=C(C2=CC=C(S(C)(=O)=O)C=C2)C=C1)C(F)(F)F)C(=O)NC1(C#N)CC1,HJVPPQGUHTYYIX-MMBKUXRPSA-N,,0.91,
Dexmethylphenidate,COC(=O)C(C1=CC=CC=C1)C1CCCCN1,"InChI=1S/C14H19NO2/c1-17-14(16)13(11-7-3-2-4-8-11)12-9-5-6-10-15-12/h2-4,7-8,12-13,15H,5-6,9-10H2,1H3/t12-,13-/m1/s1",Ritalinic acid,O=C(O)C(C1=CC=CC=C1)C1CCCCN1,INGSNVSERUZOAK-UHFFFAOYSA-N,Carboxylesterase,0.89,
Lumefantrine,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)C(=CC1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,"InChI=1S/C30H32Cl3NO/c1-3-5-13-34(14-6-4-2)19-29(35)28-18-23(33)17-27-25(15-20-7-9-21(31)10-8-20)26-16-22(32)11-12-24(26)30(27)28/h7-12,15-18,29,35H,3-6,13-14,19H2,1-2H3/b25-15-",desbutyl-lumefantrine,CCCCNCC(O)C1=CC(Cl)=CC2=C1C1=C(C=C(Cl)C=C1)C2=CC1=CC=C(Cl)C=C1,YLBUTQNEBVPTES-NHDPSOOVSA-N,Cytochrome P450 3A4,0.98,
Fospropofol,CC(C)C1=CC=CC(C(C)C)=C1OCOP(=O)(O)O,"InChI=1S/C13H21O5P/c1-9(2)11-6-5-7-12(10(3)4)13(11)17-8-18-19(14,15)16/h5-7,9-10H,8H2,1-4H3,(H2,14,15,16)",Propofol,CC(C)C1=CC=CC(C(C)C)=C1O,OLBCVFGFOZPWHH-UHFFFAOYSA-N,,0.57,
Lornoxicam,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,"InChI=1S/C13H10ClN3O4S2/c1-17-10(13(19)16-9-4-2-3-5-15-9)11(18)12-7(23(17,20)21)6-8(14)22-12/h2-6,18H,1H3,(H,15,16,19)",5'-Hydroxylornoxicam,CN1C(=C(O)NC2=NC=C(O)C=C2)C(=O)C2=C(C=C(Cl)S2)S1(=O)=O,CDAPXAMBZODQBD-JLHYYAGUSA-N,Cytochrome P450 2C9,0.68,
